PID,SalePrice
907135180,135997.90625
528181040,204613.26562
528175010,212817.53125
531379030,197388.84375
923275090,121803.97656
528181070,242394.95312
908103280,130050.80469
902201110,120011.20312
905103070,142225.64062
527162180,181319.20312
905450020,151414.35938
535301150,136138.45312
535451170,83699.32812
909250060,201177.79688
527254020,329484.59375
911128180,87069.10156
534475170,168460.25000
535402180,114422.98438
528235180,178722.89062
907200130,128995.67188
906476030,186744.09375
923203090,159364.29688
903454020,74217.75781
534277060,115318.77344
535450220,128288.77344
527252090,337811.90625
535300040,129193.89062
533241010,210789.95312
903201090,106860.96875
921128030,369213.06250
535180020,145028.46875
527106050,175831.26562
903233050,132395.34375
527105010,182824.81250
907196050,212420.10938
535375010,90167.65625
909455040,178083.68750
911370410,293204.43750
906223080,222470.09375
902204080,85307.92969
916225130,274170.53125
534400060,161615.40625
528178090,370808.03125
528235190,184728.51562
906477110,153197.73438
902106090,137488.87500
535327160,109048.78125
909129100,114169.55469
909281110,224837.64062
528188120,159811.75000
528150120,317260.12500
535125060,217354.48438
906380120,187052.45312
527451020,122048.50781
528429100,299286.37500
527132090,240286.00000
902427045,115793.08594
923276260,129127.98438
907290140,143427.56250
906380100,300297.31250
527377110,175380.93750
535379110,143250.81250
527427230,183574.15625
905105010,132052.09375
533215080,307361.53125
903484080,60386.49219
528441080,244601.01562
528120100,239012.29688
902301060,100232.79688
528231050,190859.29688
535353190,161480.45312
907201280,131386.06250
528315080,279817.34375
531375060,150179.87500
906200230,181689.10938
527451550,115719.67188
902103090,105691.55469
534401190,150317.43750
909425085,281420.37500
526352080,179580.75000
907126050,151252.28125
905352180,210933.53125
533212060,155745.51562
527356050,154684.17188
534479240,151662.35938
906226130,132818.60938
923228210,82870.18750
903227080,118805.59375
535179120,112719.17969
908201100,81579.16406
532479050,131039.19531
534402060,141133.90625
902109160,120730.74219
904302030,169294.18750
902300215,136887.68750
903228070,103383.29688
902406070,134757.32812
907410020,184559.10938
528365090,328563.96875
534450110,55752.19141
527146135,318478.46875
535325340,126868.65625
534452060,117136.80469
535325090,121829.76562
534202130,132454.43750
528118020,311607.75000
527214050,525322.81250
907401060,208984.46875
905104210,124231.35938
905225080,239708.53125
535178060,128904.05469
914476450,176098.59375
533250050,289839.34375
535450070,144088.93750
528181060,237037.42188
535454100,133573.40625
534476080,140543.04688
909452114,243716.42188
903476090,131947.98438
904101040,133279.21875
