PID,SalePrice
907135180,142796.88
528181040,201885.84
528175010,215213.27
531379030,195503.97
923275090,115742.52
528181070,237792.52
908103280,130887.07
902201110,126071.53
905103070,140461.19
527162180,184370.7
905450020,143639.6
535301150,132901.23
535451170,87438.81
909250060,202982.61
527254020,321585.75
911128180,80576.45
534475170,164687.53
535402180,121210.555
528235180,177566.44
907200130,131095.81
906476030,195861.53
923203090,155880.0
903454020,73056.93
534277060,122574.35
535450220,128894.47
527252090,330319.28
535300040,131075.31
533241010,219428.89
903201090,100666.086
921128030,363491.34
535180020,147968.34
527106050,178641.78
903233050,131972.9
527105010,186372.78
907196050,211009.38
535375010,82543.72
909455040,179545.98
911370410,276860.03
906223080,211465.28
902204080,91332.914
916225130,291606.28
534400060,159179.14
528178090,373864.62
528235190,185191.55
906477110,154535.55
902106090,148845.84
535327160,110450.25
909129100,109730.32
909281110,236590.7
528188120,177208.64
528150120,312161.88
535125060,221373.78
906380120,188077.6
527451020,124071.516
528429100,273862.7
527132090,249906.08
902427045,119032.984
923276260,145172.94
907290140,143847.97
906380100,326621.97
527377110,173725.6
535379110,143124.22
527427230,198900.19
905105010,139987.25
533215080,319247.5
903484080,77314.63
528441080,240933.55
528120100,222776.67
902301060,99210.734
528231050,189589.6
535353190,158444.88
907201280,135134.02
528315080,273263.4
531375060,146533.44
906200230,204125.61
527451550,120001.37
902103090,101875.836
534401190,150235.03
909425085,297463.53
526352080,175043.9
907126050,151399.62
905352180,192580.16
533212060,148276.14
527356050,153373.45
534479240,157717.62
906226130,139273.1
923228210,85063.97
903227080,120773.125
535179120,111408.81
908201100,82735.47
532479050,128090.35
534402060,146971.5
902109160,114480.73
904302030,168305.44
902300215,126018.64
903228070,101621.8
902406070,136017.23
907410020,172622.7
528365090,342240.47
534450110,51249.74
527146135,323079.4
535325340,135124.61
534452060,119678.73
535325090,121048.484
534202130,130853.875
528118020,316066.66
527214050,492915.1
907401060,210314.47
905104210,125516.69
905225080,256251.23
535178060,140102.5
914476450,155812.81
533250050,271309.62
535450070,147877.77
528181060,237574.9
535454100,119246.48
534476080,141825.81
909452114,216544.47
903476090,135738.62
904101040,139364.9
534431030,124018.99
910202060,89266.78
916386090,274608.3
527451460,94733.06
528290120,199855.47
531375090,142084.52
527403040,147887.78
535453020,149324.42
911175360,94815.23
528228545,177303.64
534275100,125348.14
528142040,352408.34
527357110,153813.03
528480170,279018.2
905226030,110072.74
905104110,139286.52
528480070,272061.03
528386040,432528.38
535453100,143982.75
907192030,193004.16
905478030,122401.93
527210050,442255.06
535382020,100605.43
528110070,320976.62
902303100,144008.98
903456090,88565.0
528186080,305081.9
909275310,220597.6
908128100,162158.55
908102140,131269.97
531385060,181289.64
902103100,130798.85
528106010,397129.5
534430080,131386.45
533252130,179242.83
528458160,327291.75
902300110,94852.125
528228275,187484.64
907130060,165039.4
905105190,128408.85
908225240,106432.375
528480060,283311.28
526355170,235195.47
902105010,86699.05
903225160,124158.63
924151050,226638.02
535456010,131975.42
907130110,179910.9
909451040,105691.66
535126140,213398.39
533253050,171261.36
905480240,94252.2
905479110,115048.55
903233140,128060.8
909254070,171051.28
907250020,250300.83
908102260,153203.0
527403360,115987.94
906225210,160620.03
527359010,175660.14
905100030,121932.63
909250030,102716.49
908225320,112865.36
905201030,94483.86
914474020,230955.83
532479020,142926.98
528228575,266410.12
527107240,175818.52
533253210,193351.61
527127150,198587.25
531450120,207237.73
905427050,194881.84
527258010,350081.62
906476140,186984.14
533236090,354320.44
908103090,109667.234
908250090,104040.05
528181010,206864.94
907227090,130978.6
527302185,235427.95
535426150,143897.5
909254100,151621.72
531382120,187068.33
921201060,314350.5
528180140,338328.1
905402090,159646.78
902207120,98422.42
902134100,87368.625
908178050,253500.92
535451210,106488.31
528114050,329763.75
907203010,135275.98
534151175,237833.12
908228040,108908.06
902110080,130424.05
923277040,133566.78
908204160,80023.234
905402110,116128.62
905102060,137951.31
902402010,147359.7
527107130,183977.97
909251030,118282.836
903225040,124252.445
902405120,111997.5
534201280,126210.48
527451290,98898.71
905451390,155230.97
528456200,199249.52
902110130,89060.41
528112010,249166.45
905226130,143247.27
905108120,141669.67
532353120,122925.89
528120030,351179.4
527450110,97943.01
533244040,329832.62
910205120,105761.63
535452100,137518.38
528106050,418911.53
909100170,90525.75
531453040,176971.69
535304060,134161.19
528431120,237537.77
904100170,152758.45
528218090,162791.98
527131110,278695.06
533208010,207793.06
906226080,138759.62
535152200,137565.98
528231020,177994.72
911128010,95199.94
527455250,122010.336
535403150,144881.66
533251110,258062.6
535457010,144868.8
528110040,432336.62
923252080,95864.11
909101010,113650.61
535177110,160431.58
528354050,304999.88
528235000,164594.27
909252150,130636.04
909275110,188905.03
534427040,153856.75
535151080,151674.06
923226320,85012.14
535450210,138333.11
905403050,90680.5
535382150,94126.0
535176070,153623.05
905103140,165178.9
534201260,141461.75
531451110,110183.016
528348010,276340.9
527212050,433503.78
532377130,145583.19
535325320,124828.49
535383110,95557.42
531450030,203323.4
903401020,177205.1
531363050,145465.08
528358030,347669.12
528456230,208318.47
903227140,121625.68
909179020,235150.61
905202090,115297.11
535453040,133750.08
535302130,133672.42
528480040,274761.28
905104180,130853.375
534451050,106045.945
531452010,145461.33
923228220,84928.76
903233100,133533.16
906392080,181835.6
903232090,137398.69
903426200,159662.92
903451110,138188.33
909250150,160261.69
527180040,194551.67
909253080,183326.25
534431130,118587.46
921205070,337393.38
527105060,180243.03
